Citation_Text,Sentiment,Source
Some notable efforts in this direction for other languages have been the Penn Tree Bank   for English and the Prague Dependency Bank   for Czech.,1,original
"However, the Naive Bayes classifier has been found to perform well for word-sense disambiguation both here and in a variety of other works  ,  ,  , and  ).",1,original
"In addition, the perceptron algorithm and its variants, e.g., the voted or averaged perceptron, is becoming increasingly popular due to their competitive performance, simplicity in implementation and low computational cost in training  .",1,original
"Glycyrrihzin, 18βglycyrrhetinic acid and liquiritigenin individually were able to ease itchiness and lower ovalbumininduced elevated IgE level  .",1,original
"Because of this property, vector space models have been used successfully both in computational linguistics   and in cognitive science  .",1,original
Oxytocin is famous for its pleiotropic activities including induction of labor and influences on social behaviors  .,1,original
Preclinical work by Dyrby et al.   highlights the benefits of such strong gradients and the first results from the Connectome scanner   are now starting to verify those findings.,1,original
"The Logllkelihood Ratio, G 2, is a mathematically well-grounded and accurate method for calculating how """"surprising"""" an event is  .",1,original
"DTI derived diffusion parameters, such as fractional anisotropy  , have been widely used to assess white matter microstructure  .",1,original
"For some PESP-models, the genetic algorithm that has been proposed by Nachtigall and Voget  , constitutes a competitive alternative  .",1,original
"Few SAEs were observed, reflecting previous data indicating that SAEs resulting from statin treatment are rare.  As the largest study to date focusing on statin therapy solely in patients with the metabolic syndrome, COMETS supports the good safety profile of rosuvastatin and atorvastatin reported previously by two post hoc subgroup analyses.",1,original
"A variety of classifiers have been employed for this task  , the most popular being decision lists   and naive Bayesian classifiers  .",1,original
The default synthetic voice that we used featured a well established corpus-based prosodic model  .,1,original
"While crowdsourcing has also been used to gather data for learning problems in the non-speech audio domain  , machine listening—the sibling field of computer vision— has yet to see the same transformative success.",1,original
"Fortunately, the convertibility rule happens to be implemented quite efficiently in Coq  , so it becomes possible to automatically prove some propositions on real numbers by simply evaluating programs.",1,original
  has proved to be a simple yet powerful observation and has been successfully used in word sense disambiguation   and related tasks  ; Agirre and Rigau The author was partially funded by GALE DARPA Contract No.,1,original
"We carried out automatic evaluation of our summaries using ROUGE   toolkit, which has been widely adopted by DUC for automatic summarization evaluation.",1,original
The best previous result is an accuracy of 56.1%  .,1,original
3 Previous Work The idea of employing n-gram co-occurrence statistics to score the output of a computer system against one or more desired reference outputs was first successfully implemented in the BLEU metric for machine translation  .,1,original
"In this paper, we show that a noisy channel model instantiated within the paradigm of Statistical Machine Translation     can successfully provide editorial assistance for non-native writers.",1,original
Dasgupta and Ng   improves over   by suggesting a simpler approach.,1,original
"  showed that, for this choice of joint feature vector, loss-augmented inference can be performed optimally using an efficient greedy algorithm.",1,original
"Here, we use the more established ROUGE-W measure   instead.",1,original
"The pioneering work of Ramshaw and Marcus   introduced NP chunking as a machine-learning problem, with standard datasets and evaluation metrics.",1,original
"The NLST trial was conducted among high-risk individuals of old age and heavy smokers, and demonstrated positive results  .",1,original
This new model leads to significant improvements in MT quality as measured by BLEU  .,1,original
"This type of input information   is a powerful and flexible model for specifying alternative inputs to a classifier, and has been additionally used by Haghighi and Klein  .",1,original
"To compare the output of their shallow parser with the output of the well-known Collins   parser, Li and Roth applied the chunklink conversion script to extract the shallow constituents from the output of the Collins parser on WSJ section 00.",1,original
Recent work emphasizes corpus-based unsupervised approach   that avoids the need for costly truthed training data.,1,original
"The development of mathematical models for evolution of primary quantities of interest in bioreactor systems, as well as their incorporation into the design process, have the potential to accelerate the path to realization of optimal functional outcomes in engineered tissues; see   for a review of modeling approaches.",1,original
"Although we have argued   that this is unlikely to succeed, to our knowledge, we are the first to investigate the matter empirically.11 The best-known MT aligner is undoubtedly GIZA++  , which contains implementations of various IBM models  , as well as the HMM model of Vogel et al.",1,original
"Many researchers  , have observed consistent gains by using more flexible matching criteria.",1,original
The SBF with biophysically realistic model oscillators Cosine oscillators were extensively used in numerical simulations of interval timing models with great success  .,1,original
"…results for our experiment   using TextTiling and other two state-of-the-art segmentation algorithms, BayesianSeg, a Bayesian unsupervised topic segmentation method  , and MinCutSeg a graph-based segmentation model  .",1,original
"…the second most stably expressed gene identified in our study, α-tub, has been shown to be stably expressed during development in Orobanche  , cucumber  , sunflower  , and aphid infestation of chrysanthemum  .",1,original
Both the alleviation of fluid overload   as well as the provision of this necessary volume in the form of medications improve outcomes and mortality risk.,1,original
One of the simplest models that can be seen in the context of lexical triggers is the IBM model 1   which captures lexical dependencies between source and target words.,1,original
1 Introduction State-of-the-art part of speech   tagging accuracy is now above 97% for newspaper text  .,1,original
"A detailed description of the popular translation/alignment models IBM-1 to IBM-5  , as well as the Hidden-Markov alignment model     can be found in  .",1,original
"1.2 Related Work Recently, discriminative methods for alignment have rivaled the quality of IBM Model 4 alignments  .",1,original
A simulated annealing-based heuristic approach has been developed to solve the NP-complete problem in a computationally efficient manner  .,1,original
"Recently, sentiment classification has become popular because of its wide applications  .",1,original
6 Related Work The popular IBM models for statistical machine translation are described in  .,1,original
subjective OSATS GRS has high interobserver reliability and proven utility in assessing vessel ligation.  Scores on the GRS items were averaged to produce a representative composite score.,1,original
1 Introduction The best performing systems for many tasks in natural language processing are based on supervised training on annotated corpora such as the Penn Treebank   and the prepositional phrase data set first described in  .,1,original
Discriminative taggers and chunkers have been the state-of-the-art for more than a decade  .,1,original
e also use Cube Pruning algorithm   to speed up the translation process,1,original
"SVM has been shown to be useful for text classification tasks  , and has previously given good performance in sentiment classification experiments  .",1,original
1 Introduction Recently linguistically-motivated syntax-based translation method has achieved great success in statistical machine translation    .,1,original
"Recently, word-sense disambiguation   methods have been shown to improve translation quality  .",1,original
The IBM models 1-5   produce word alignments with increasing algorithmic complexity and performance.,1,original
agent was reported to reduce the risk of cardiac mortality  .,1,original
.1 The AUGMENT technique for Domain Adaptation The AUGMENT technique introduced by Daume III   is a simple yet very effective approach to performing domain adaptation,1,original
"edu/eeglab); this procedure was extremely effective in decomposing the signals into multiple statistically independent components, allowing artifacts to be easily detected  .",1,original
rute-force methods   may well produce some useful results  ,1,original
4 Extended Minimum Error Rate Training Minimum error rate training   is widely used to optimize feature weights for a linear model  .,1,original
"Corpus-based or example-based MT   and statistical MT   systems provide the easiest customizability, since users have only to supply a collection of source and target sentence pairs  .",1,original
The maximum entropy approach   is known to be well suited to solve the classification problem.,1,original
We note that better performance has been reported with the use of more image features  .,1,original
"If the purified proteins are used for mass spectrometric analyses, elution from streptavidin beads is not required because trypsin digestion can be performed efficiently on bead-bound proteins and the released peptides can be analysed by mass spectrometry  .",1,original
This method has also been successfully applied to the insect nervous system  .,1,original
"5.1 The statistical parser The parsing model is the one proposed in Merlo and Musillo  , which extends the syntactic parser of Henderson   and Titov and Henderson   with annotations which identify semantic role labels, and has competitive performance.",1,original
Promising features might include those over source side reordering rules   or source context features  .,1,original
"Signals inspector such as oscilloscope, image processing library such as OpenCV, pattern matching algorithm   are integrated and ready-to-use to support that informal design technique.",1,original
Synchronous parsing models have been explored with moderate success  .,1,original
33 Hiero Search Refinements Huang and Chiang   offer several refinements to cube pruning to improve translation speed,1,original
"using the Reading Span  , one of the most widely used paradigms for the evaluation of selective attention; Abstraction and conceptual flexibility   were assessed by means of the modified Wisconsin Card Sorting Test (number categories and perseverative",1,original
"Since its introduction to the Natural Language Processing   community  , ME-based classifiers have been shown to be effective in various NLP tasks.",1,original
"To solve this problem, we adopt an idea one sense per collocation which was introduced in word sense disambiguation research  .",1,original
"In the domain of supply chain, logistics, and operations management, the approach has been popularized by Holmström et al.  , leading to promising initial applications  .",1,original
…showed that imaging or therapeutic agents larger than the BBB’s exclusion threshold of 400 Da could be successfully delivered by FUS with microbubbles  .,1,original
ther insights borrowed from the current state of the art include minimum-error-rate training of log-linear models   and use of an m-gram language model,1,original
There are however other similarity metrics  ) which could be used equally well.,1,original
Here we choose to work with stupid backoff smoothing   since this is significantly more efficient to train and deploy in a distributed framework than a contextdependent smoothing scheme such as Kneser-Ney.,1,original
One of the remarkable results of the application of the solubilization at 4 C with nonionic detergents of the erythrocyte membrane is the almost complete exclusion of band 3 protein from the DRMs  .,1,original
Lysine diisocyanate based degradable polyurethanes have been found to be biocompatible materials with potential uses in drug delivery systems  .,1,original
"Target language model probability   According to a previous study, the minimum error rate training    , which is the optimization of feature weights by maximizing the BLEU score on the development set, can improve the performance of a system.",1,original
This scoring function has been successfully applied to resolve ambiguity problems in an English-to-Chinese machine translation system     and a spoken language processing system  .,1,original
This is conWrmed by the superior results of functional conservative or postsurgical treatment procedures in comparison to non-weight bearing plaster cast immobilisation  .,1,original
"A simple, yet high performing approach for mapping a given surface form  , to its corresponding DBpedia   entity is to link to its most frequent candidate entity Mihalcea and Csomai  . Even though this approach does not take any context information into account, it has proven to be effective not only for text entity linking, but also for Nell triple linking (Dutta et al.",1,original
"The contraceptive reliability of the levonorgestrel-releasing intrauterine system   is well established, with efficacy comparable to female sterilization  , but with the added advantage of rapid return of fertility upon removal.",1,original
"In the well-known so-called IBM word alignment models  , re-estimating the model parameters depends on the empirical probability P  for each sentence pair  .",1,original
"In this regard, it is worth noting that the number of studies that have reported at least some mixed strain infections in a wide variety of hosts, including cats, has increased greatly since more sensitive genotyping techniques have been applied  .",1,original
2 Confusion-network-based MT system combination The current state-of-the-art is confusion-networkbased MT system combination as described by 98  Rosti and colleagues  .,1,original
ch   has described an ef cient exact one-dimensional error minimization technique for a similar search problem in machine translation,1,original
This algorithm and its many variants are widely used in the computational linguistics community  .,1,original
"  describe a novel algorithm for entropy estimation for which they claim very fast convergence time; using no more than about five pages of text, they can achieve nearly the same accuracy as  .",1,original
Several recent real-world parsers have improved state-of-the-art parsing accuracy by relying on probabilistic or weighted versions of bilexical grammars  .,1,original
Also the use of lossy data structures based on Bloom filters has been demonstrated to be effective for LMs  .,1,original
"The most widely used are Word Error Rate  , Position Independent Word Error Rate  , the BLEU score   and the NIST score  .",1,original
To estimate the parameters of the MEMM+pred model we turn to the successful Maximum Entropy   parameter estimation method.,1,original
Many previous studies have shown that the log-likelihood ratio is well suited for this purpose  .,1,original
"Although the Kappa coefficient has a number of advantages over percentage agreement   for details), we also report percentage agreement as it allows us to compare straightforwardly the human performance and the automatic methods described below, whose performance will also be reported in terms of percentage agreement.",1,original
"The state-of-the-art SMT system Moses implements a distance-based reordering model   and a distortion model, operating with rewrite patterns extracted from a phrase alignment table  .",1,original
Oxidized graphene nanomaterials were demonstrated to be able to serve as efficient carrier systems for the targeted delivery of chemical drugs  .,1,original
"Among the preparations of BoNT/A on the market, incobotulinumtoxinA   is the only complexing protein-free BoNT/A  .",1,original
Table 1: Datasets 3.3 Establishing a Baseline for a Corpus-based System   Supervised statistical methods have been very successful in sentiment tagging of texts: on movie review texts they reach accuracies of 85-90%  .,1,original
"In a later study, Och and Ney   present a loglinear combination of the HMM and IBM Model 4 that produces better alignments than either of those.",1,original
The improved pharmacokinetic and pharmacodynamic parameters of ixazomib compared to bortezomib have made it a focus of investigation for use in combination with other pro-apoptotic agents  .,1,original
In syntactic parse re-ranking supersenses have been used to build useful latent semantic features  .,1,original
" , Pedersen  , Yarowsky and Florian  ) as well as maximum entropy models  , Klein and Manning  ) in particular have shown a large degree of success for WSD, and have established challenging state-of-the-art benchmarks.",1,original
The translation quality was evaluated using a well-established automatic measure: BLEU score  .,1,original
"3 Extending Bleu and Ter with Flexible Matching Many widely used metrics like Bleu   and Ter   are based on measuring string level similarity between the reference translation and translation hypothesis, just like Meteor . Most of them, however, depend on finding exact matches between the words in two strings.",1,original
The latter approach has become increasingly popular  .,1,original
"In our preliminary experiments, we used a Support Vector Machine   ranker   to learn the structured classi er.2 We also in1See e.g. Collins   for a popular training algorithm.",1,original
"In our experiments, we follow Lowe and McDonald   in using the well-known log-likelihood ratio G 2  .",1,original
"However, recent progress in machine translation and the continuous improvement on evaluation metrics such as BLEU   suggest that SMT systems are already very good at choosing correct word translations.",1,original
  demonstrated that semi-supervised WSD could be successful.,1,original
"Recent papers   show that spatial max and average pooling of feature maps output by intermediate convolutional layers is an effective representation, and higher performance can be achieved compared to using fully connected layers.",1,original
"Many efficient techniques exist to extract multiword expressions, collocations, lexical units and idioms  .",1,original
"Currently, high-throughput methods to screen high-producer cells have been developed  .",1,original
1 Introduction Parsing technology has come a long way since Charniak   demonstrated that a simple treebank PCFG performs better than any other parser   on parsing the WSJ Penn treebank  .,1,original
"We use two state-of-the-art POS taggersa maximum entropy based English POS tagger  , and an HMM based Chinese POS tagger.",1,original
"3.2 Statistical Learning Model 3.2.1 Nave Bayes Learning Nave Bayes learning has been widely used in natural language processing with good results such as statistical syntactic parsing  , hidden language understanding  .",1,original
The abduction-based approach   has provided a simple and elegant way to realize such a task.,1,original
"We used the average perceptron algorithm of Collins   in our experiments, a variation that has been proven to be more effective than the standard algorithm shown in Figure 2.",1,original
"Such training has been shown to reduce resting CRP and IL-6  , and improve glycaemic control   and body composition  .",1,original
"Several classification models can be adopted here, however, we choose the averaged perceptron algorithm   because of its simplicity and high accuracy.",1,original
"Annotated reference corpora, such as the Brown Corpus  , the Penn Treebank  , and the BNC  , have helped both the development of English computational linguistics tools and English corpus linguistics.",1,original
"For example, enumeration of CD8+ tumor-infiltrating lymphocytes   has been shown to be a reliable prognostic marker for a number of cancers, including colorectal cancer and non–small-cell lung carcinoma    .",1,original
"7Another related measure is Dunning  's likelihood ratio tests for binomial and multinomial distributions, which are claimed to be effective even with very much smaller volumes of text than is necessary for other tests based on assumed normal distributions.",1,original
u   showed that restricting word-level alignments between sentence pairs to observe syntactic bracketing constraints significantly reduces the complexity of the alignment problem and allows a polynomial-time solution,1,original
"However, the only known work which automates part of a customer service center using natural language dialogue is the one by Chu-Carroll and Carpenter  .",1,original
The best result known to us is achieved by Toutanova .,1,original
"2 Treebanking The Penn Treebank   is annotated with information to make predicate-argument structure easy to decode, including function tags and markers of empty categories that represent displaced constituents.",1,original
"Eigenvector centrality in particular has been successfully applied to many different types of networks, including hyperlinked web pages  , lexical networks  , and semantic networks  .",1,original
"For the multilingual dependency parsing track, which was the other track of the shared task, Nilsson et al. achieved the best performance using an ensemble method  .",1,original
"In this way, Wikipedia provides a new very large source of annotated data, constantly expanded  .",1,original
"Among these, nanocarbons are now considered the most promising fillers for the development of high performance materials  .",1,original
"Furthermore, risk-factor awareness among patients with lower-limb ischemia is suboptimal, and one benefit of a NLC is the opportunity to educate patients.  Indeed, our results show significant benefits of a protocol-based NLC for claudicants with a 25% relative risk reduction of predicted 10-year coronary events over a 3-month period.",1,original
"Similar models have been successfully applied in the past to other tasks including parsing  , chunking  , and machine translation  .",1,original
5.3 Comparison with System Combination We re-implemented a state-of-the-art system combination method  .,1,original
"Local adaptation may, however, be inferred in several ways, one of the most widely used being reciprocal translocation studies, where different populations are reared in a reciprocal manner in their locations of origin  .",1,original
The beneficial role of PBM as supportive modality in the management of postmastectomy lymphedema is well established based on strong evidence  .,1,original
"Currently, the best-performing English NP interpretation methods in computational linguistics focus mostly on two consecutive noun instances   and are either   supervised, knowledge-intensive  ,  ,  ,  ,  ,  ,  ,  , or use statistical models on large collections of unlabeled data  ,  ,  ,  .",1,original
"Our similarity method is similar, but simpler, to that used by  , which report very good results on similarity datasets.",1,original
Previous work for English   has shown that lexicalization leads to a sizable improvement in parsing performance.,1,original
The Actigraph accelerometer   has been extensively and successfully used to assess physical activity in children in both small   epidemiological studies.,1,original
"1 Introduction Statistical approaches to machine translation, pioneered by  , achieved impressive performance by leveraging large amounts of parallel corpora.",1,original
"Ruby   goes one step further by making the syntax much more compact and simpler and also provides various built-in features that make the common tasks of text processing, creating and processing threads, web programming etc.",1,original
"One major resource for corpus-based research is the treebanks available in many research organizations \ , which carry skeletal syntactic structures or 'brackets' that have been manually verified.",1,original
"Due to this data sparsity problem, state-of-the-art systems for NER in morphologically rich languages usually make use of the analysis of the morphological structures of the languages and require language specific feature engineering  .",1,original
Log-likelihood ratio The log-likelihood ratio statistic has been found to be accurate for modeling the associations between rare events  .,1,original
More recent work has achieved state-of-the-art results with Maxi101 mum entropy conditional Markov models    .,1,original
"However, the best performing statistical approaches to lexical ambiguity resolution l;lmmselves rely on complex infornmtion sources such as """"lemmas, inflected forms, parts of speech and arbitrary word classes If\] local and distant collocations, trigram sequences, a.nd predicate m'gument association""""  , p. 190) or large context-windows up to 1000 neighboring words  .",1,original
1 Introduction The Maximum Entropy   statistical framework   has been successfully deployed in several NLP tasks.,1,original
"5 Comparison with Previous Top Systems and Related Work In POS tagging, the previous best performance was reported by   as summarized in Table 7.",1,original
"Recently, 3D-CNNs have been widely used for various 3D data analysis tasks such as 3D detection or classification  .",1,original
"By segmenting words into morphemes, we can improve the performance of natural language systems including machine translation   and information retrieval  .",1,original
  hold state-of-the-art results for Czech NER.,1,original
"Maximum entropy can be used to improve IBM-style translation probabilities by using features, such as improvements to P  in  .",1,original
"Whereas dependency based semantic spaces have been shown to surpass other word space models for a number of problems  , for the task of categorisation simple pattern based spaces have been shown to perform equally good if not better  .",1,original
The most commonly used MT evaluation metric in recent years has been IBMs Bleu metric  .,1,original
"…tool which provides enhanced capabilities for peptide sequencing directly from samples such as nervous tissues or even single cells of invertebrates, including those of insects  .",1,original
"Hunter take rates Hunter take   is a widely applied method for assessing relative abundance of wildlife, including wild swine  .",1,original
"Moreover, comparable results were obtained in an in vivo imaging study on mice, which was performed with the highly resolving U-SPECT  IBZM binding relative to baseline.",1,original
ecent work emphasizes a corpus-based unsupervised approach   that avoids the need for costly truthed training data,1,original
"General purpose text annotations, such as part-of-speech tags and noun-phrase bracketing, are costly to obtain but have wide applicability and have been used successfully to develop statistical NLP systems  .",1,original
is results may be improved if more sophisticated methods and larger corpora are used to establish similarity between words  ,1,original
"…“bicarbonate concentration threshold”   and without at least partial recovery of blood pHe  . remarkably, some of the most CO2 tolerant fishes studied to date tightly regulate the pHi of vital…",1,original
used in the method has been proven as a safe resource for biologic organisms  .,1,original
"Then, we apply a grow-diag-final algorithm which is widely used in bilingual phrase extraction   to monolingual alignments.",1,original
"1 Introduction One of the major approaches to disambiguate word senses is supervised learning  ,  ,  ,  ,  ,  ,  ,  .",1,original
Purely syntactic categories lead to a smaller number of tags which also improves the accuracy of manual tagging 2   .,1,original
2.3 Classifier Training We chose maximum entropy   as our primary classifier because the highest performing systems in both the SemEval-2007 preposition sense disambiguation task   and the general word sense disambiguation task   used it.,1,original
"2 Maximum Entropy Models Maximum entropy   models  , also known as log-linear and exponential learning models, provideageneralpurposemachinelearningtechnique for classification and prediction which has been successfully applied to natural language processing including part of speech tagging, named entity recognition etc. Maximum entropy models can integrate features from many heterogeneous information sources for classification.",1,original
SVMs have also been proved to outperform other nonlinear techniques including neural network-based techniques such as multilayer perceptrons    .,1,original
"For instance,   shows that a simple feature augmentation method for SVM is able to effectively use both labeled target and source data to provide the best domainadaptation results in a number of NLP tasks.",1,original
"A large part of Shannon’s seminal work   is devoted to both theoretical and practical aspects of products, and his invocation of the pastry dough mixing analogy [16, p.",1,original
Some of the more popular and more accurate of these approaches to data-driven parsing   have been based on generative models that are closely related to probabilistic contextfree grammars.,1,original
"In our experience, this approach is advantageous in terms of translation quality, e.g. by 0.7% in BLEU compared to a minimum Bayes risk primary  .",1,original
"It was found to produce automated scores, which strongly correlate with human judgements about translation fluency  .",1,original
"While there have been remarkable developments in the last ten years  , structuring large-scale visual data is still an active research area and any improvements would have wide applicability.",1,original
The superior bonding effectiveness shown in vitro  .,1,original
"For instance, the mutual information   and log-likelihood ratio   have been widely used for extracting word bigrams.",1,original
"Assuming the well-known Kronecker correlation structure   we can decompose H as H = R 1 2HwS 1 2   where R and S are the receive and transmit correlation matrices respectively, satisfying tr   = Nr and tr   = Nt, and the elements of Hw are i.",1,original
Stochastic models   have been widely used in POS tagging for simplicity and language independence of the models.,1,original
"Another interesting point is the relation to maximum entropy model  , which is popular in the natural language processing community.",1,original
"In order to filter some noise caused by the error alignment links, we only retain those translation pairs whose translation probabilities are above a threshold 1 D 1  or co-occurring frequencies are above a threshold 2  . When we train the IBM statistical word alignment model with a limited bilingual corpus in the specific domain, we build another translation dictionary with the same method as for the dictionary . But we adopt a different filtering strategy for the translation dictionary . We use log-likelihood ratio to estimate the association strength of each translation pair because Dunning   proved that log-likelihood ratio performed very well on small-scale data.",1,original
5.4 Maximum Entropy Maximum entropy has been proven to be an effective method in various natural language processing applications  .,1,original
"However, the most interesting work is certainly proposed by   who extract patterns in two steps.",1,original
"This type of direct optimization is known as Minimum Error Rate Training   in the MT community, and is an essential component in building the stateof-art MT systems.",1,original
"Compared with their string-based counterparts, treebased systems offer some attractive features: they are much faster in decoding  ), do not require a binary-branching grammar as in string-based models  , and can have separate grammars for parsing and translation, say, a context-free grammar for the former and a tree substitution grammar for the latter  .",1,original
Ochs procedure is the most widely-used version of MERT for SMT  .,1,original
"As reported in  , parameter averaging can effectively avoid overfitting.",1,original
"Following initial work by   and  , an early, online distributional thesaurus presented in   has been widely used and cited, and numerous authors since have explored thesaurus properties and parameters: see survey component of  .",1,original
"The most widely used are Word Error Rate  , Position independent word Error Rate  , the BLEU score   and the NIST score  .",1,original
"Two methods  , which were previously reported as competitive in automated diagnosis of CD   were utilized in addition to state-of-the-art global mid-level image representations which are obtained by pooling local image descriptors.",1,original
Previous work has demonstrated that this scoring function is able to provide high discrimination power for a variety of applications  .,1,original
"For example, Smith and Smith   and Burkett and Klein   show that joint parsing   on a bitext improves accuracies on either or both sides by leveraging bilingual constraints, which is very promising for syntax-based machine translation which requires   parse trees for rule extraction  .",1,original
2 Background: MaxEnt Models Maximum Entropy   models are widely used in Natural Language Processing  .,1,original
This algorithm is referred to as GHKM   and is widely used in SSMT systems  .,1,original
"Recently,   have successfully applied self-training to various parser adaptation scenarios using the reranking parser of  .",1,original
"This kind of corpus has served as an extremely valuable resource for computational linguistics applications such as machine translation and question answering  , and has also proved useful in theoretical linguistics research  .",1,original
Recent advances in biliary drainage techniques have dramatically improved the mortality rate from  .,1,original
"1 Introduction Automatic Metrics for machine translation   evaluation have been receiving significant attention in the past two years, since IBM's BLEU metric was proposed and made available  .",1,original
Another study has shown a proof of concept closed-loop model using direct pressure monitoring as the feedback signal  .,1,original
"we use the perceptron-like algorithm proposed in   which does not suffer from the label bias problem, and is fast in training.",1,original
"Particularly, syntactically annotated corpora  , such as Penn Treebank  , Negra Corpus   and EDR Corpus  , contribute to improve the performance of morpho-syntactic analysis systems.",1,original
One possible approach is to employ state-of-the-art techniques for coreference and zeroanaphora resolution   in preprocessing cooccurrence samples.,1,original
"Among the available alternatives, we have selected three well-known tools: cbmc  , a recent tool based on Abstract Interpretation.",1,original
Recent work by   shows a practically ef cient approach that binarizes linguistically SCFG rules when possible.,1,original
"Optimization Metrics When sampling phrase sets for text entry experiments, memorability and representativeness are two metrics that have been widely adopted by researchers  .",1,original
"We achieve competitive performance in comparison to alternate model families, in particular generative models such as MRFs trained with EM   and HMMs trained with soft constraints  .",1,original
It is natural to study the swelling and shrinking of catalyzed bulk pNIPAm gels at first because of the relatively simple gelation process and the convenient methods of observation such as microscopy .,1,original
